LUFTTEMPERATUR,REL_FEUCHTE,Avg_Lufttemperatur,Std_Lufttemperatur,Avg_Rel_Feuchte,Std_Rel_Feuchte
13.6,71.0,,,,
14.2,68.0,,,,
15.1,65.0,,,,
18.1,56.0,,,,
18.3,55.0,,,,
19.8,52.0,,,,
21.1,47.0,,,,
23.4,42.0,,,,
21.6,44.0,,,,
22.3,43.0,,,,
23.2,40.0,,,,
22.0,41.0,,,,
20.0,46.0,,,,
19.3,49.0,,,,
18.6,52.0,,,,
17.8,57.0,,,,
17.2,59.0,,,,
16.6,61.0,,,,
15.7,65.0,,,,
15.2,67.0,,,,
14.6,74.0,,,,
14.3,76.0,,,,
14.5,74.0,,,,
14.5,73.0,,,,
15.7,71.0,,,,
17.4,65.0,,,,
19.1,59.0,,,,
21.3,51.0,,,,
21.1,47.0,,,,
21.0,50.0,,,,
22.6,40.0,,,,
23.8,41.0,,,,
24.0,42.0,,,,
23.3,43.0,,,,
23.6,42.0,,,,
23.5,42.0,,,,
22.0,44.0,,,,
21.1,46.0,,,,
19.8,49.0,,,,
18.5,56.0,,,,
17.7,59.0,,,,
17.3,60.0,,,,
16.3,64.0,,,,
15.0,71.0,,,,
14.3,74.0,,,,
13.6,78.0,,,,
13.1,78.0,,,,
14.5,68.0,,,,
15.0,71.0,,,,
19.3,54.0,,,,
22.7,47.0,,,,
23.5,43.0,,,,
24.8,39.0,,,,
25.9,39.0,,,,
26.1,39.0,,,,
26.9,38.0,,,,
26.7,39.0,,,,
26.0,40.0,,,,
25.8,43.0,,,,
26.5,42.0,,,,
25.1,44.0,,,,
23.8,47.0,,,,
22.5,53.0,,,,
21.9,54.0,,,,
20.9,55.0,,,,
19.9,58.0,,,,
19.7,59.0,,,,
19.1,60.0,,,,
18.7,60.0,,,,
18.3,59.0,,,,
17.3,66.0,,,,
16.5,71.0,,,,
17.8,66.0,,,,
21.0,58.0,,,,
23.9,52.0,,,,
26.5,35.0,,,,
25.4,33.0,,,,
25.7,34.0,,,,
25.6,33.0,,,,
26.1,35.0,,,,
25.7,42.0,,,,
26.2,39.0,,,,
27.3,32.0,,,,
26.9,30.0,,,,
25.2,35.0,,,,
24.5,30.0,,,,
22.9,33.0,,,,
21.5,37.0,,,,
20.2,41.0,,,,
20.4,42.0,,,,
20.0,43.0,,,,
19.5,44.0,,,,
19.0,45.0,,,,
18.4,46.0,,,,
17.7,49.0,,,,
16.4,57.0,,,,
17.8,53.0,,,,
20.4,46.0,,,,
24.0,38.0,,,,
24.3,38.0,,,,
23.5,40.0,,,,
25.7,37.0,,,,
26.1,35.0,,,,
23.5,42.0,,,,
23.7,39.0,,,,
23.1,44.0,,,,
23.0,43.0,,,,
22.7,46.0,,,,
22.3,46.0,,,,
21.8,48.0,,,,
21.4,50.0,,,,
20.7,55.0,,,,
20.2,58.0,,,,
19.8,60.0,,,,
19.5,63.0,,,,
19.3,64.0,,,,
18.2,71.0,,,,
17.1,76.0,,,,
17.6,74.0,,,,
16.9,77.0,,,,
18.7,70.0,,,,
20.0,65.0,,,,
21.3,61.0,,,,
22.6,57.0,,,,
23.7,54.0,,,,
24.9,51.0,,,,
25.5,49.0,,,,
27.0,45.0,,,,
27.5,44.0,,,,
27.4,45.0,,,,
28.2,43.0,,,,
27.1,47.0,,,,
27.8,45.0,,,,
26.6,47.0,,,,
25.1,52.0,,,,
23.7,58.0,,,,
22.7,62.0,,,,
21.0,70.0,,,,
20.7,70.0,,,,
20.1,72.0,,,,
19.4,76.0,,,,
18.9,77.0,,,,
19.0,76.0,,,,
18.9,79.0,,,,
20.1,74.0,,,,
23.7,61.0,,,,
26.5,53.0,,,,
27.8,49.0,,,,
29.6,45.0,,,,
30.3,42.0,,,,
31.4,41.0,,,,
32.0,37.0,,,,
32.5,33.0,,,,
32.3,32.0,,,,
32.1,33.0,,,,
30.4,35.0,,,,
29.6,37.0,,,,
28.2,39.0,,,,
26.7,42.0,,,,
26.3,45.0,,,,
26.0,43.0,,,,
25.4,45.0,,,,
24.9,47.0,,,,
24.0,51.0,,,,
20.6,63.0,,,,
18.7,57.0,,,,
17.5,54.0,,,,
17.3,54.0,,,,
17.7,53.0,,,,
20.6,48.0,,,,
22.7,45.0,,,,
25.7,40.0,,,,
26.1,39.0,,,,
27.9,37.0,,,,
28.8,36.0,,,,
30.0,35.0,,,,
30.5,35.0,,,,
30.6,34.0,,,,
31.5,31.0,,,,
29.8,34.0,,,,
28.9,34.0,,,,
27.5,39.0,,,,
26.7,36.0,,,,
25.2,39.0,,,,
24.0,40.0,,,,
23.2,39.0,,,,
22.4,40.0,,,,
21.5,43.0,,,,
21.1,43.0,,,,
20.7,44.0,,,,
20.0,46.0,,,,
19.8,52.0,,,,
19.3,56.0,,,,
22.2,47.0,,,,
25.3,40.0,,,,
27.1,37.0,,,,
28.2,34.0,,,,
28.8,34.0,,,,
30.4,33.0,,,,
31.8,32.0,,,,
31.4,33.0,,,,
31.3,32.0,,,,
30.2,32.0,,,,
30.1,33.0,,,,
28.9,35.0,,,,
27.1,36.0,,,,
25.3,40.0,,,,
24.4,41.0,,,,
23.5,49.0,,,,
22.6,55.0,,,,
21.7,44.0,,,,
21.0,60.0,,,,
20.5,49.0,,,,
19.8,50.0,,,,
19.3,52.0,,,,
20.0,54.0,,,,
20.4,59.0,,,,
23.0,49.0,,,,
21.8,56.0,,,,
19.0,79.0,,,,
19.2,89.0,,,,
20.1,83.0,,,,
21.3,74.0,,,,
21.8,70.0,,,,
22.2,70.0,,,,
24.9,61.0,,,,
26.4,52.0,,,,
27.2,49.0,,,,
27.3,48.0,,,,
25.3,59.0,,,,
23.6,64.0,,,,
22.1,69.0,,,,
21.8,68.0,,,,
21.2,70.0,,,,
20.1,74.0,,,,
19.9,74.0,,,,
20.1,73.0,,,,
20.0,72.0,,,,
19.5,74.0,,,,
20.0,73.0,,,,
21.4,69.0,,,,
23.7,63.0,,,,
23.3,68.0,,,,
24.6,60.0,,,,
27.8,52.0,,,,
30.2,42.0,,,,
30.0,40.0,,,,
27.1,48.0,,,,
30.5,39.0,,,,
31.0,34.0,,,,
30.9,35.0,,,,
31.1,35.0,,,,
29.2,40.0,,,,
27.1,46.0,,,,
25.4,51.0,,,,
24.0,63.0,,,,
22.7,63.0,,,,
21.3,67.0,,,,
20.6,74.0,,,,
20.6,72.0,,,,
21.3,71.0,,,,
21.2,67.0,,,,
20.9,69.0,,,,
19.3,73.0,,,,
19.0,79.0,,,,
19.0,81.0,,,,
20.0,75.0,,,,
20.5,71.0,,,,
18.5,89.0,,,,
18.7,91.0,,,,
18.4,92.0,,,,
18.8,86.0,,,,
19.1,80.0,,,,
21.2,73.0,,,,
23.4,62.0,,,,
22.8,63.0,,,,
22.1,67.0,,,,
21.5,66.0,,,,
20.7,74.0,,,,
19.9,74.0,,,,
19.2,77.0,,,,
18.7,80.0,,,,
18.6,82.0,,,,
18.5,80.0,,,,
18.2,84.0,,,,
17.2,94.0,,,,
17.1,95.0,,,,
17.3,95.0,,,,
17.4,95.0,,,,
17.7,91.0,,,,
18.7,91.0,,,,
19.0,88.0,,,,
19.8,82.0,,,,
20.7,77.0,,,,
21.1,74.0,,,,
24.3,56.0,,,,
24.6,51.0,,,,
26.1,43.0,,,,
27.0,44.0,,,,
23.9,54.0,,,,
22.7,56.0,,,,
21.9,65.0,,,,
20.7,65.0,,,,
19.8,74.0,,,,
19.1,79.0,,,,
18.7,84.0,,,,
18.0,87.0,,,,
18.3,80.0,,,,
17.9,79.0,,,,
16.9,87.0,,,,
17.0,78.0,,,,
16.5,85.0,,,,
18.7,72.0,,,,
21.8,61.0,,,,
23.5,60.0,,,,
25.1,55.0,,,,
27.0,43.0,,,,
27.5,41.0,,,,
27.3,38.0,,,,
28.2,38.0,,,,
28.1,37.0,,,,
28.6,38.0,,,,
27.7,40.0,,,,
27.9,38.0,,,,
26.4,42.0,,,,
25.4,47.0,,,,
23.7,55.0,,,,
22.6,60.0,,,,
21.9,61.0,,,,
21.3,63.0,,,,
19.9,69.0,,,,
19.3,74.0,,,,
18.5,75.0,,,,
17.6,81.0,,,,
17.2,80.0,,,,
17.5,78.0,,,,
18.7,73.0,,,,
21.3,58.0,,,,
23.5,48.0,,,,
25.3,42.0,,,,
24.8,42.0,,,,
26.7,39.0,,,,
27.5,36.0,,,,
28.4,33.0,,,,
27.6,35.0,,,,
28.3,32.0,,,,
27.6,30.0,,,,
27.1,34.0,,,,
26.5,35.0,,,,
25.1,39.0,,,,
23.6,45.0,,,,
22.1,51.0,,,,
21.3,54.0,,,,
20.2,59.0,,,,
19.0,62.0,,,,
18.3,60.0,,,,
17.0,69.0,,,,
16.1,70.0,,,,
16.0,69.0,,,,
16.3,64.0,,,,
17.8,60.0,,,,
20.3,50.0,,,,
24.4,39.0,,,,
24.0,40.0,,,,
25.3,41.0,,,,
27.9,34.0,,,,
29.3,29.0,,,,
29.5,32.0,,,,
28.9,29.0,,,,
28.8,31.0,,,,
27.7,32.0,,,,
26.8,34.0,,,,
26.4,37.0,,,,
25.5,40.0,,,,
24.1,44.0,,,,
22.2,52.0,,,,
21.5,53.0,,,,
20.5,58.0,,,,
19.3,63.0,,,,
19.0,65.0,,,,
18.5,66.0,,,,
17.2,71.0,,,,
17.7,67.0,,,,
17.7,67.0,,,,
18.4,64.0,,,,
20.2,60.0,,,,
20.1,58.0,,,,
21.2,55.0,,,,
21.7,57.0,,,,
22.2,52.0,,,,
23.6,47.0,,,,
21.2,59.0,,,,
21.6,59.0,,,,
22.7,50.0,,,,
20.6,78.0,,,,
19.9,61.0,,,,
20.0,63.0,,,,
19.8,49.0,,,,
19.1,47.0,,,,
18.0,52.0,,,,
16.6,70.0,,,,
16.4,70.0,,,,
15.3,75.0,,,,
14.1,78.0,,,,
14.1,75.0,,,,
13.9,73.0,,,,
13.8,74.0,,,,
14.2,70.0,,,,
15.1,70.0,,,,
16.3,62.0,,,,
17.3,60.0,,,,
19.7,51.0,,,,
19.5,49.0,,,,
21.2,44.0,,,,
21.9,43.0,,,,
21.6,43.0,,,,
22.1,44.0,,,,
21.9,43.0,,,,
22.8,39.0,,,,
23.1,39.0,,,,
21.6,41.0,,,,
20.6,43.0,,,,
18.8,50.0,,,,
17.5,57.0,,,,
16.6,59.0,,,,
15.9,60.0,,,,
15.3,62.0,,,,
15.4,61.0,,,,
14.8,64.0,,,,
13.9,69.0,,,,
13.5,72.0,,,,
13.4,72.0,,,,
15.1,66.0,,,,
18.7,53.0,,,,
21.1,49.0,,,,
23.0,42.0,,,,
24.6,43.0,,,,
25.4,43.0,,,,
26.2,42.0,,,,
25.9,38.0,,,,
26.5,37.0,,,,
26.1,39.0,,,,
26.4,38.0,,,,
26.7,37.0,,,,
25.3,41.0,,,,
23.2,47.0,,,,
21.9,51.0,,,,
20.6,56.0,,,,
19.8,59.0,,,,
19.0,62.0,,,,
18.7,62.0,,,,
18.6,62.0,,,,
16.9,70.0,,,,
16.4,72.0,,,,
15.9,73.0,,,,
16.1,75.0,,,,
17.8,66.0,,,,
20.6,57.0,,,,
24.3,47.0,,,,
26.3,42.0,,,,
27.1,39.0,,,,
28.1,36.0,,,,
28.5,34.0,,,,
29.5,29.0,,,,
30.1,26.0,,,,
30.3,25.0,,,,
30.4,23.0,,,,
28.5,31.0,,,,
28.9,30.0,,,,
26.8,36.0,,,,
24.7,43.0,,,,
23.2,46.0,,,,
22.4,47.0,,,,
21.8,49.0,,,,
20.1,59.0,,,,
19.8,55.0,,,,
19.1,57.0,,,,
18.4,60.0,,,,
18.2,62.0,,,,
18.0,65.0,,,,
19.8,59.0,,,,
22.7,51.0,,,,
25.5,44.0,,,,
26.6,43.0,,,,
28.7,36.0,,,,
30.5,31.0,,,,
30.8,31.0,,,,
30.6,29.0,,,,
30.4,28.0,,,,
30.6,29.0,,,,
29.1,32.0,,,,
29.8,30.0,,,,
28.7,32.0,,,,
27.2,35.0,,,,
25.1,45.0,,,,
24.1,47.0,,,,
23.5,49.0,,,,
23.3,49.0,,,,
22.6,52.0,,,,
22.0,56.0,,,,
21.6,57.0,,,,
21.2,61.0,,,,
20.5,65.0,,,,
19.8,72.0,,,,
19.5,72.0,,,,
22.6,55.0,,,,
26.7,43.0,,,,
27.8,42.0,,,,
28.9,40.0,,,,
29.7,43.0,,,,
28.8,44.0,,,,
29.4,39.0,,,,
29.9,32.0,,,,
29.4,36.0,,,,
27.0,43.0,,,,
22.8,78.0,,,,
22.3,81.0,,,,
20.9,74.0,,,,
19.7,77.0,,,,
20.2,69.0,,,,
19.6,73.0,,,,
19.2,73.0,,,,
19.2,77.0,,,,
19.0,76.0,,,,
18.3,78.0,,,,
17.6,82.0,,,,
17.5,80.0,,,,
17.6,76.0,,,,
18.5,69.0,,,,
20.9,63.0,,,,
24.2,57.0,,,,
24.9,53.0,,,,
27.6,44.0,,,,
28.4,39.0,,,,
29.7,35.0,,,,
30.2,33.0,,,,
29.9,31.0,,,,
29.6,31.0,,,,
29.7,31.0,,,,
29.1,30.0,,,,
28.5,33.0,,,,
27.0,38.0,,,,
24.4,46.0,,,,
23.4,49.0,,,,
22.2,52.0,,,,
21.1,57.0,,,,
20.4,57.0,,,,
20.3,57.0,,,,
19.0,63.0,,,,
18.8,63.0,,,,
18.7,64.0,,,,
18.8,62.0,,,,
20.4,58.0,,,,
23.5,49.0,,,,
26.0,45.0,,,,
27.0,42.0,,,,
28.7,36.0,,,,
30.3,31.0,,,,
26.1,43.0,,,,
28.4,32.0,,,,
30.1,27.0,,,,
29.4,33.0,,,,
29.3,28.0,,,,
28.3,38.0,,,,
27.4,32.0,,,,
25.9,40.0,,,,
24.2,46.0,,,,
23.3,50.0,,,,
22.8,53.0,,,,
21.0,62.0,,,,
20.0,68.0,,,,
19.5,65.0,,,,
19.0,66.0,,,,
18.2,69.0,,,,
18.9,65.0,,,,
18.8,65.0,,,,
19.8,64.0,,,,
22.8,55.0,,,,
25.4,48.0,,,,
26.4,46.0,,,,
27.1,43.0,,,,
29.6,37.0,,,,
29.9,36.0,,,,
30.0,33.0,,,,
30.7,32.0,,,,
30.2,33.0,,,,
30.0,32.0,,,,
29.7,32.0,,,,
28.4,37.0,,,,
26.9,41.0,,,,
25.1,46.0,,,,
23.7,50.0,,,,
23.1,52.0,,,,
23.7,47.0,,,,
23.6,43.0,,,,
21.7,55.0,,,,
19.5,65.0,,,,
18.3,71.0,,,,
17.9,74.0,,,,
18.0,73.0,,,,
18.6,70.0,,,,
21.3,58.0,,,,
25.4,41.0,,,,
27.7,40.0,,,,
29.3,37.0,,,,
29.7,32.0,,,,
30.3,30.0,,,,
31.3,26.0,,,,
31.5,26.0,,,,
30.9,26.0,,,,
30.0,28.0,,,,
29.6,28.0,,,,
28.9,29.0,,,,
27.6,33.0,,,,
25.8,37.0,,,,
24.8,43.0,,,,
23.9,44.0,,,,
23.1,47.0,,,,
22.4,50.0,,,,
21.4,53.0,,,,
21.0,51.0,,,,
19.9,61.0,,,,
19.7,56.0,,,,
19.7,58.0,,,,
22.1,49.0,,,,
23.7,49.0,,,,
25.8,42.0,,,,
28.1,35.0,,,,
30.5,30.0,,,,
31.0,29.0,,,,
32.9,25.0,,,,
32.1,27.0,,,,
30.1,33.0,,,,
21.5,82.0,,,,
21.9,80.0,,,,
21.5,86.0,,,,
20.5,76.0,,,,
19.8,86.0,,,,
19.5,84.0,,,,
19.6,80.0,,,,
18.9,92.0,,,,
18.8,94.0,,,,
18.8,92.0,,,,
18.8,86.0,,,,
18.2,90.0,,,,
18.2,92.0,,,,
18.1,90.0,,,,
18.2,89.0,,,,
18.7,88.0,,,,
19.2,77.0,,,,
20.7,69.0,,,,
20.2,72.0,,,,
20.9,68.0,,,,
23.0,61.0,,,,
22.2,67.0,,,,
22.3,67.0,,,,
23.0,58.0,,,,
23.3,60.0,,,,
23.4,58.0,,,,
23.5,59.0,,,,
22.9,62.0,,,,
22.6,62.0,,,,
18.5,88.0,,,,
18.4,80.0,,,,
18.3,78.0,,,,
18.1,80.0,,,,
18.2,79.0,,,,
17.9,80.0,,,,
17.7,83.0,,,,
18.0,81.0,,,,
17.6,84.0,,,,
17.6,83.0,,,,
18.4,81.0,,,,
20.0,74.0,,,,
20.5,75.0,,,,
21.6,66.0,,,,
22.7,57.0,,,,
23.5,52.0,,,,
25.3,49.0,,,,
25.8,48.0,,,,
26.0,48.0,,,,
25.5,51.0,,,,
25.4,49.0,,,,
25.9,54.0,,,,
24.7,50.0,,,,
23.6,55.0,,,,
23.0,58.0,,,,
22.4,60.0,,,,
22.0,62.0,,,,
20.9,74.0,,,,
19.8,79.0,,,,
19.8,71.0,,,,
19.6,70.0,,,,
18.8,74.0,,,,
18.5,75.0,,,,
18.5,73.0,,,,
19.2,72.0,,,,
21.7,62.0,,,,
24.4,55.0,,,,
26.2,51.0,,,,
26.3,51.0,,,,
26.6,52.0,,,,
26.6,52.0,,,,
28.9,44.0,,,,
30.0,40.0,,,,
29.6,41.0,,,,
27.4,47.0,,,,
24.8,67.0,,,,
25.0,69.0,,,,
25.6,67.0,,,,
25.2,60.0,,,,
24.0,59.0,,,,
23.0,60.0,,,,
22.5,61.0,,,,
21.9,63.0,,,,
22.7,60.0,,,,
20.9,66.0,,,,
20.9,66.0,,,,
19.7,72.0,,,,
19.2,76.0,,,,
20.7,69.0,,,,
22.4,65.0,,,,
25.5,56.0,,,,
26.9,49.0,,,,
29.3,42.0,,,,
30.6,39.0,,,,
31.9,38.0,,,,
31.7,37.0,,,,
32.2,35.0,,,,
33.3,34.0,,,,
32.0,36.0,,,,
32.3,35.0,,,,
31.2,45.0,,,,
29.2,41.0,,,,
26.7,58.0,,,,
26.2,55.0,,,,
25.7,52.0,,,,
25.4,48.0,,,,
23.9,53.0,,,,
23.5,53.0,,,,
22.5,59.0,,,,
21.8,62.0,,,,
22.5,57.0,,,,
22.7,60.0,,,,
24.4,53.0,,,,
26.6,53.0,,,,
29.0,46.0,,,,
30.9,40.0,,,,
31.7,36.0,,,,
33.3,30.0,,,,
34.5,29.0,,,,
32.2,27.0,,,,
32.9,29.0,,,,
31.4,34.0,,,,
31.9,32.0,,,,
28.9,38.0,,,,
25.2,57.0,,,,
24.4,59.0,,,,
23.9,59.0,,,,
23.6,58.0,,,,
23.1,59.0,,,,
22.5,60.0,,,,
22.8,55.0,,,,
21.2,63.0,,,,
21.0,62.0,,,,
20.7,63.0,,,,
20.5,64.0,,,,
20.4,67.0,,,,
21.8,63.0,,,,
24.8,55.0,,,,
