LUFTTEMPERATUR,REL_FEUCHTE,Avg_Lufttemperatur,Std_Lufttemperatur,Avg_Rel_Feuchte,Std_Rel_Feuchte
22.500550697930947,41.293462259616064,22.365652045112135,4.682335232034845,54.81735276948137,15.692208353823256
22.382666405039856,41.196370969946315,,,,
20.546858780627694,44.63423654740053,,,,
18.752753086361064,53.58626727859666,,,,
18.99408011018038,59.122342326582604,,,,
17.670895700183824,60.742857031982695,,,,
17.475094356102467,64.7652932240185,,,,
17.02832522305459,65.24521770340382,,,,
16.919040614668926,65.8839414093902,,,,
15.234012207666531,64.91138159303152,,,,
14.876444503138229,72.74412072736295,,,,
14.603749339108305,75.31699861877308,,,,
14.990616452066266,70.785340934081,,,,
14.226453808020981,66.40381377953487,,,,
15.987395840798232,73.34235586660097,,,,
17.892239122922437,64.53775397121267,,,,
20.607196006686337,50.96133903675724,,,,
19.941180471172803,55.40617244547856,,,,
21.464648463927855,54.64860876432823,,,,
23.062729722030756,50.8683362647503,,,,
23.109849200380374,47.08500286684636,,,,
23.612492795713877,48.13493362225708,,,,
24.7097440687837,46.22323878671116,,,,
24.67653465546116,43.78752097753295,,,,
24.896999962516027,47.940848408394054,,,,
24.076374675584436,48.22770112484147,,,,
23.70778818182888,49.90321509599848,,,,
20.783261948432042,54.132071496317764,,,,
21.377289437059662,59.397187940072406,,,,
20.189790347392982,65.29184164383138,,,,
19.439121826606954,64.77980300898369,,,,
18.17278270332584,74.56519127877718,,,,
18.551244829532628,63.08169035525035,,,,
17.738395453975162,59.214277054864674,,,,
16.242743335376336,73.87987576028515,,,,
15.251598758885482,78.71751632107762,,,,
16.371597105845627,76.92234198217115,,,,
17.194916370923163,77.55247009636875,,,,
17.095378892568608,66.27987109485242,,,,
19.97370145179208,60.283947004255836,,,,
21.28284935058306,59.41928592181704,,,,
23.32167254842155,53.00433612091237,,,,
25.51168136485447,46.67474286920188,,,,
25.107462349589092,42.993074875472566,,,,
24.505545058884255,43.07318403937974,,,,
24.173924631722493,43.44285460314164,,,,
24.91387048174757,38.84335680250173,,,,
27.015485626028013,35.638875609833896,,,,
27.219255098664135,38.07527668722334,,,,
28.17357276611287,37.36953135882062,,,,
25.060873542780584,37.47227707110132,,,,
23.514488063935165,46.92247633466568,,,,
21.601887130402783,54.60712978060554,,,,
20.723657865582496,55.044025413081286,,,,
20.370927962758536,66.87441122360515,,,,
19.54922836122652,64.56844633875704,,,,
19.58716363324425,69.00678161532161,,,,
17.513915193024534,73.18470759549118,,,,
17.723192938447507,70.05953880925625,,,,
17.381929253088693,68.28050618558298,,,,
17.367004429019243,72.68423427204341,,,,
17.62194085610811,78.5968872652429,,,,
19.47801791929828,70.29479625068736,,,,
20.180153269473255,65.42735927121443,,,,
21.7182949208795,57.81425848367167,,,,
21.189833954150824,56.224304995247174,,,,
22.041037899562625,55.869955989807075,,,,
22.727219761362047,48.139417222020114,,,,
24.620381848034317,45.714202353257015,,,,
24.202553581123098,41.86279824346614,,,,
22.071243379773044,47.93452992853895,,,,
23.347595688745123,53.81312633601891,,,,
21.885861113272274,53.33822019866853,,,,
20.856818374125556,52.816711690932465,,,,
21.13961250546202,57.22822361017169,,,,
20.490520942139103,59.95005424699101,,,,
19.841510595782736,63.33293529182912,,,,
19.95845418486137,60.257561625780475,,,,
19.700748809417316,64.2263736690055,,,,
18.672248704542415,67.88312107098825,,,,
18.668352493649476,61.33411802611558,,,,
18.343282153109822,66.03066772410145,,,,
17.93423422447061,70.5248144839979,,,,
16.000094154319743,70.46695274832862,,,,
16.155344528239215,77.49407883933414,,,,
17.138222803025524,74.18201550817011,,,,
17.314148051805937,69.69856263776755,,,,
21.603299205275043,59.614254826488896,,,,
20.078385110219685,53.89677788892143,,,,
25.03220515038051,43.70531162339551,,,,
24.52387211598034,44.18605228093044,,,,
24.72684170972715,39.300494054958705,,,,
24.92401413418601,40.793188495492146,,,,
24.56676300847052,37.33239120475175,,,,
27.086764020761787,36.50889714620754,,,,
24.592761791121326,44.40103171819244,,,,
25.002268126221868,42.709082018166434,,,,
26.209053292757776,43.078080727013536,,,,
23.8873487573136,50.30116353140301,,,,
22.942141416184693,53.644390543953605,,,,
21.330722140088355,58.140101398449104,,,,
19.062443728871827,65.68702291912517,,,,
19.481393487326,66.95594792597836,,,,
18.377334122672767,67.97317868664565,,,,
16.813430265817587,74.40153503724842,,,,
16.989434072105663,73.650017924447,,,,
17.541947043209806,71.69474780317202,,,,
17.639145616169994,68.7680927280855,,,,
16.674977491794678,72.35344755309062,,,,
18.056140972462607,72.70988107340214,,,,
18.956384677951963,72.01232311756262,,,,
18.71531722591236,66.2580276520053,,,,
22.88800337838693,59.31408192724938,,,,
25.426743599532426,46.82867543130636,,,,
25.18068213535481,45.01983421902256,,,,
24.959775910518893,42.137608448954,,,,
27.85844152048906,42.53237780435149,,,,
26.691382408339418,40.55114438633493,,,,
27.559538466465067,42.66689860537315,,,,
29.129953196849094,42.28626113070621,,,,
28.65918684015445,43.15051834496965,,,,
28.167157538632935,43.20579598458338,,,,
26.56857333250353,42.728996464496646,,,,
24.50797561421698,51.34967289863786,,,,
22.87518133234454,58.951631388428105,,,,
22.40864868777725,65.74681059776889,,,,
21.714984456880646,68.89658088284862,,,,
19.62346992422176,77.67905401734723,,,,
20.00748430264966,81.18045831570637,,,,
18.945994710402537,82.61814345864235,,,,
17.792712316050558,86.54362970638445,,,,
16.767980971292854,87.15207077202888,,,,
16.37319445223161,93.08651601635194,,,,
17.399670236881704,85.68284275493029,,,,
17.77043418915492,79.35886605739348,,,,
21.63934314348597,67.67367653868536,,,,
25.294541650840507,53.17446035322066,,,,
