LUFTTEMPERATUR,REL_FEUCHTE,Avg_Lufttemperatur,Std_Lufttemperatur,Avg_Rel_Feuchte,Std_Rel_Feuchte
33.089041312054704,45.39785816451151,22.350447259694686,7.951130818833069,54.788683883907225,22.236452475073865
15.521399190225992,43.99228685092794,,,,
22.73935725949576,34.65665235492129,,,,
24.051219701009877,68.36141093969094,,,,
25.327856815143363,62.12879759515028,,,,
13.613278281059127,76.07975588995944,,,,
11.532211598311783,68.21808173513469,,,,
10.22982652135879,51.08968382040956,,,,
20.256737988417925,55.75422695325484,,,,
22.49331515870339,72.81042373996411,,,,
12.000107108918126,46.46620886092236,,,,
19.038865933452694,65.5278811901957,,,,
17.484867671717936,73.88495578426131,,,,
20.52109719734802,36.69597596802467,,,,
20.22277296116785,39.30139990586009,,,,
10.17889154890896,54.47926502065437,,,,
25.082670791092212,65.08440748960108,,,,
13.213456627095491,70.69378184301084,,,,
27.933041146117482,58.0210008002844,,,,
27.320226270421674,59.13308240297818,,,,
35.081368262901286,40.48805899848716,,,,
14.834831359151465,43.444682395817146,,,,
13.571639928941645,66.24391215252675,,,,
13.88755475414432,49.14465894273805,,,,
25.96319606183995,41.13895530172391,,,,
14.03011435551383,55.97035426389207,,,,
31.09874718983892,72.53280370840085,,,,
14.163989184992829,31.593724160448215,,,,
20.17221561166303,43.76148353552184,,,,
14.245145136372196,83.67884291310517,,,,
17.724277274795366,52.4114423323072,,,,
13.834663343145937,109.8915257893976,,,,
13.662748952093029,41.37801565429447,,,,
13.816406519540223,53.33410731996743,,,,
9.190800846261055,90.37141935288356,,,,
22.255025976061496,90.4104187399719,,,,
10.069794556735125,98.21180639790039,,,,
18.693857737784466,77.34500553855017,,,,
16.769428360620154,74.74571140148925,,,,
26.86060936840933,73.89780118390811,,,,
13.83598004526925,84.45805580953683,,,,
19.588645958534972,47.121233883140775,,,,
19.39804488553142,43.84459032508188,,,,
30.79456375574278,22.514858641332953,,,,
13.031464501377384,49.59866207886205,,,,
24.45743198192984,48.37577320181055,,,,
20.431996425265872,21.587626234573136,,,,
28.59070810222062,27.925810861456373,,,,
37.31123180710308,30.039021891564467,,,,
21.769307950855335,22.345519202587294,,,,
21.113530314799654,49.56393830875438,,,,
22.522760627241173,40.911140616598914,,,,
29.97018843580862,43.04524704700907,,,,
13.1597818835624,44.153337070336995,,,,
30.14417771404379,89.65244025861833,,,,
18.718068151821775,74.95540167795619,,,,
18.313660661997865,43.83685823115547,,,,
12.928548386673477,57.17148173955764,,,,
